file,participant_id_filename,participant_id_inside,session,timestamp,encoding_used,row_count,practice_trial_count,main_trial_count,structurally_usable,valid_rt_count,missing_rt_count,timeout_missed_response_count,overall_main_accuracy,real_word_accuracy,pseudoword_accuracy,practice_accuracy,mean_rt,median_rt,min_rt,max_rt,pct_rt_below_250ms,pct_rt_above_2500ms,f_response_count,j_response_count,word_response_proportion,nonword_response_proportion,duplicate_main_trial_ids,accuracy_mismatch_count,invalid_key_count,response_mapping_mismatch_count,flags,warnings,suspicious_pattern_flags
11_session-001_ldt_20260523_090000.csv,11,11,001,20260523_090000,cp1258,124,4,120,True,119,1,1,0.8416666666666667,0.8194444444444444,0.875,0.75,0.7558070924369747,0.712039,0.28,1.679438,0.0,0.0,64,55,0.5333333333333333,0.4583333333333333,0,0,0,0,,,
12_session-001_ldt_20260523_090217.csv,12,12,001,20260523_090217,cp1258,124,4,120,True,118,2,2,0.9166666666666666,0.9583333333333334,0.8541666666666666,1.0,0.7179031440677967,0.662207,0.28,1.402519,0.0,0.0,76,42,0.6333333333333333,0.35,0,0,0,0,,,
13_session-001_ldt_20260523_090434.csv,13,13,001,20260523_090434,cp1258,124,4,120,True,120,0,0,0.9666666666666667,1.0,0.9166666666666666,1.0,0.7323864416666667,0.67717,0.28,1.373666,0.0,0.0,76,44,0.6333333333333333,0.36666666666666664,0,0,0,0,,,
14_session-001_ldt_20260523_090600.csv,14,14,001,20260523_090600,cp1258,124,4,120,True,120,0,0,0.9166666666666666,1.0,0.7916666666666666,0.75,0.6652286083333333,0.639005,0.28,1.427829,0.0,0.0,82,38,0.6833333333333333,0.31666666666666665,0,0,0,0,,,
15_session-001_ldt_20260523_090817.csv,15,15,001,20260523_090817,cp1258,124,4,120,True,119,1,1,0.85,0.9444444444444444,0.7083333333333334,1.0,0.6707619915966386,0.645986,0.28,1.663114,0.0,0.0,81,38,0.675,0.31666666666666665,0,0,0,0,,,
16_session-001_ldt_20260523_091034.csv,16,16,001,20260523_091034,cp1258,124,4,120,True,119,1,1,0.8833333333333333,0.9583333333333334,0.7708333333333334,1.0,0.8087248739495798,0.802687,0.304044,1.677834,0.0,0.0,79,40,0.6583333333333333,0.3333333333333333,0,0,0,0,,,
17_session-001_ldt_20260523_091200.csv,17,17,001,20260523_091200,cp1258,124,4,120,True,120,0,0,0.975,1.0,0.9375,1.0,0.6528077166666667,0.6362810000000001,0.28,1.281002,0.0,0.0,75,45,0.625,0.375,0,0,0,0,,,
18_session-001_ldt_20260523_091417.csv,18,18,001,20260523_091417,cp1258,124,4,120,True,118,2,2,0.8333333333333334,0.9305555555555556,0.6875,1.0,0.7230452457627119,0.7010545,0.28,1.264261,0.0,0.0,81,37,0.675,0.30833333333333335,0,0,0,0,,,
19_session-001_ldt_20260523_091634.csv,19,19,001,20260523_091634,cp1258,124,4,120,True,117,3,3,0.9,0.9305555555555556,0.8541666666666666,1.0,0.5606686752136752,0.548188,0.28,1.285768,0.0,0.0,72,45,0.6,0.375,0,0,0,0,,,
20_session-001_ldt_20260523_091800.csv,20,20,001,20260523_091800,cp1258,124,4,120,True,118,2,2,0.8833333333333333,0.9305555555555556,0.8125,1.0,0.8360178305084746,0.7996365000000001,0.2834,1.865942,0.0,0.0,74,44,0.6166666666666667,0.36666666666666664,0,0,0,0,,,
21_session-001_ldt_20260523_092017.csv,21,21,001,20260523_092017,cp1258,124,4,120,True,120,0,0,0.9666666666666667,1.0,0.9166666666666666,1.0,0.7864351083333333,0.7476695,0.306889,1.987423,0.0,0.0,76,44,0.6333333333333333,0.36666666666666664,0,0,0,0,,,
22_session-001_ldt_20260523_092234.csv,22,22,001,20260523_092234,cp1258,124,4,120,True,116,4,4,0.9166666666666666,0.9722222222222222,0.8333333333333334,1.0,0.6626320603448276,0.6236755,0.28,1.188714,0.0,0.0,75,41,0.625,0.3416666666666667,0,0,0,0,,,
23_session-001_ldt_20260523_092400.csv,23,23,001,20260523_092400,cp1258,124,4,120,True,120,0,0,0.95,0.9722222222222222,0.9166666666666666,1.0,0.7161557833333333,0.6737095,0.28,1.35086,0.0,0.0,74,46,0.6166666666666667,0.38333333333333336,0,0,0,0,,,
24_session-001_ldt_20260523_092617.csv,24,24,001,20260523_092617,cp1258,124,4,120,True,120,0,0,0.95,0.9861111111111112,0.8958333333333334,1.0,0.599815375,0.5747530000000001,0.28,1.164871,0.0,0.0,76,44,0.6333333333333333,0.36666666666666664,0,0,0,0,,,
25_session-001_ldt_20260523_092834.csv,25,25,001,20260523_092834,cp1258,124,4,120,True,119,1,1,0.9,0.9583333333333334,0.8125,1.0,0.7563903445378152,0.722265,0.331547,1.572796,0.0,0.0,77,42,0.6416666666666667,0.35,0,0,0,0,,,
26_session-001_ldt_20260523_093000.csv,26,26,001,20260523_093000,cp1258,124,4,120,True,120,0,0,0.9583333333333334,0.9861111111111112,0.9166666666666666,1.0,0.6763663583333334,0.64185,0.28,1.400343,0.0,0.0,75,45,0.625,0.375,0,0,0,0,,,
27_session-001_ldt_20260523_093217.csv,27,27,001,20260523_093217,cp1258,124,4,120,True,120,0,0,0.825,0.875,0.75,1.0,0.6566931083333334,0.632439,0.28,1.379886,0.0,0.0,75,45,0.625,0.375,0,0,0,0,,,
28_session-001_ldt_20260523_093434.csv,28,28,001,20260523_093434,cp1258,124,4,120,True,119,1,1,0.9333333333333333,1.0,0.8333333333333334,1.0,0.8342591092436975,0.79852,0.318252,1.843493,0.0,0.0,79,40,0.6583333333333333,0.3333333333333333,0,0,0,0,,,
29_session-001_ldt_20260523_093600.csv,29,29,001,20260523_093600,cp1258,124,4,120,True,120,0,0,0.95,0.9722222222222222,0.9166666666666666,1.0,0.8964112416666666,0.86917,0.387863,1.503844,0.0,0.0,74,46,0.6166666666666667,0.38333333333333336,0,0,0,0,,,
30_session-001_ldt_20260523_093817.csv,30,30,001,20260523_093817,cp1258,124,4,120,True,117,3,3,0.8166666666666667,0.875,0.7291666666666666,1.0,0.6343088034188035,0.609445,0.28,1.310045,0.0,0.0,75,42,0.625,0.35,0,0,0,0,,,
31_session-001_ldt_20260524_000257.csv,31,31,001,20260524_000257,utf-8-sig,124,4,120,True,120,0,0,0.8166666666666667,0.9722222222222222,0.5833333333333334,1.0,0.5807526083333333,0.5296515,0.276419,1.506821,0.0,0.0,90,30,0.75,0.25,0,0,0,0,,,
32_session-001_ldt_20260524_100000.csv,32,32,001,20260524_100000,cp1258,124,4,120,True,119,1,1,0.925,0.9583333333333334,0.875,0.75,0.8785141176470588,0.842376,0.36668,1.588286,0.0,0.0,74,45,0.6166666666666667,0.375,0,0,0,0,,,
33_session-001_ldt_20260524_100719.csv,33,33,001,20260524_100719,cp1258,124,4,120,True,119,1,1,0.9833333333333333,0.9861111111111112,0.9791666666666666,1.0,0.8346818403361345,0.836922,0.306394,2.04885,0.0,0.0,71,48,0.5916666666666667,0.4,0,0,0,0,,,
34_session-001_ldt_20260524_101438.csv,34,34,001,20260524_101438,cp1258,124,4,120,True,116,4,4,0.9083333333333333,0.9583333333333334,0.8333333333333334,1.0,0.8132696810344827,0.7955695,0.28,1.45259,0.0,0.0,74,42,0.6166666666666667,0.35,0,0,0,0,,,
35_session-001_ldt_20260524_102157.csv,35,35,001,20260524_102157,cp1258,124,4,120,True,120,0,0,0.9166666666666666,0.9444444444444444,0.875,1.0,0.6642366,0.6495245000000001,0.28,1.273047,0.0,0.0,74,46,0.6166666666666667,0.38333333333333336,0,0,0,0,,,
36_session-001_ldt_20260524_112816.csv,36,36,001,20260524_112816,cp1258,124,4,120,True,118,2,2,0.9166666666666666,0.9305555555555556,0.8958333333333334,1.0,0.8577514915254237,0.8037544999999999,0.343406,1.570204,0.0,0.0,71,47,0.5916666666666667,0.39166666666666666,0,0,0,0,,,
37_session-001_ldt_20260524_113535.csv,37,37,001,20260524_113535,cp1258,124,4,120,True,117,3,3,0.875,0.9444444444444444,0.7708333333333334,1.0,0.7827365982905983,0.772359,0.28,1.700243,0.0,0.0,78,39,0.65,0.325,0,0,0,0,,,
38_session-001_ldt_20260524_114254.csv,38,38,001,20260524_114254,cp1258,124,4,120,True,120,0,0,0.95,1.0,0.875,1.0,0.8574501333333333,0.872664,0.28,1.79931,0.0,0.0,78,42,0.65,0.35,0,0,0,0,,,
39_session-001_ldt_20260524_114913.csv,39,39,001,20260524_114913,cp1258,124,4,120,True,118,2,2,0.8583333333333333,0.875,0.8333333333333334,1.0,0.8145371355932204,0.7789429999999999,0.28,1.56783,0.0,0.0,69,49,0.575,0.4083333333333333,0,0,0,0,,,
40_session-001_ldt_20260524_125632.csv,40,40,001,20260524_125632,cp1258,124,4,120,True,118,2,2,0.8083333333333333,0.8611111111111112,0.7291666666666666,1.0,0.7119281101694915,0.692463,0.28,1.536861,0.0,0.0,74,44,0.6166666666666667,0.36666666666666664,0,0,0,0,,,
41_session-001_ldt_20260524_120351.csv,41,41,001,20260524_120351,cp1258,124,4,120,True,119,1,1,0.8083333333333333,0.9305555555555556,0.625,0.75,0.7966209915966387,0.762149,0.28,1.891337,0.0,0.0,84,35,0.7,0.2916666666666667,0,0,0,0,,,
42_session-001_ldt_20260528_090000.csv,42,42,001,20260528_090000,cp1258,124,4,120,True,118,2,2,0.9,0.9305555555555556,0.8541666666666666,1.0,0.6852543644067797,0.641893,0.275,1.546283,0.0,0.0,74,44,0.6166666666666667,0.36666666666666664,0,0,0,0,,,
43_session-001_ldt_20260528_090137.csv,43,43,001,20260528_090137,cp1258,124,4,120,True,120,0,0,0.8833333333333333,0.9861111111111112,0.7291666666666666,1.0,0.6815573583333333,0.6644625,0.275,1.666951,0.0,0.0,84,36,0.7,0.3,0,0,0,0,,,
44_session-001_ldt_20260528_090314.csv,44,44,001,20260528_090314,cp1258,124,4,120,True,120,0,0,0.95,0.9722222222222222,0.9166666666666666,0.75,0.6954693916666667,0.670678,0.276046,1.168963,0.0,0.0,74,46,0.6166666666666667,0.38333333333333336,0,0,0,0,,,
45_session-001_ldt_20260528_090451.csv,45,45,001,20260528_090451,cp1258,124,4,120,True,118,2,2,0.9,0.9444444444444444,0.8333333333333334,1.0,0.701222720338983,0.680058,0.275,1.198009,0.0,0.0,76,42,0.6333333333333333,0.35,0,0,0,0,,,
46_session-001_ldt_20260528_090628.csv,46,46,001,20260528_090628,cp1258,124,4,120,True,120,0,0,0.925,0.9583333333333334,0.875,1.0,0.7399016333333334,0.7220345,0.283011,1.482783,0.0,0.0,75,45,0.625,0.375,0,0,0,0,,,
47_session-001_ldt_20260528_090805.csv,47,47,001,20260528_090805,cp1258,124,4,120,True,119,1,1,0.9583333333333334,0.9722222222222222,0.9375,0.75,0.7880617983193278,0.764194,0.275,1.955944,0.0,0.0,72,47,0.6,0.39166666666666666,0,0,0,0,,,
48_session-001_ldt_20260528_090942.csv,48,48,001,20260528_090942,cp1258,124,4,120,True,120,0,0,0.8416666666666667,0.9027777777777778,0.75,0.5,0.7736839666666666,0.7346475,0.306602,1.801785,0.0,0.0,77,43,0.6416666666666667,0.35833333333333334,0,0,0,0,,,
