"lexical_item","frequency","log_frequency","syllable_length","source_file","keep_status","filter_reason","warning_flag","keep","confidence","reason","notes"
"lòng tự trọng","21","3.04452243772342","3","trigrams_frequency.csv","approved_rebalance_addition","added_from_rebalance_review","","1","high","Stable abstract noun/concept; standalone psychological/social concept, not adjective-heavy.","added in v2 rebalance to improve 2/3 syllable balance"
"hình chữ nhật","20","2.99573227355399","3","trigrams_frequency.csv","approved_rebalance_addition","added_from_rebalance_review","","1","medium","Stable geometry/object concept; clear noun-like lexical item.","added in v2 rebalance to improve 2/3 syllable balance"
"đồ nội thất","18","2.89037175789616","3","trigrams_frequency.csv","approved_rebalance_addition","added_from_rebalance_review","","1","medium","Stable concrete category noun; interpretable standalone and not an action phrase.","added in v2 rebalance to improve 2/3 syllable balance"
"nồi áp suất","16","2.77258872223978","3","trigrams_frequency.csv","approved_rebalance_addition","added_from_rebalance_review","","1","medium","Stable concrete object noun; standalone item with adequate frequency for a 3-syllable replacement.","added in v2 rebalance to improve 2/3 syllable balance"
"chuyện tình cảm","48","3.87120101090789","3","trigrams_frequency.csv","approved_quality_replacement","added_from_quality_review","","1","high","Stable abstract topic/concept; higher frequency and interpretable standalone.","added in v3 quality review to replace weak 3-syllable item"
"mối tình đầu","25","3.2188758248682","3","trigrams_frequency.csv","approved_quality_replacement","added_from_quality_review","","1","high","Stable Vietnamese concept/nominal expression; interpretable without sentence context and higher frequency.","added in v3 quality review to replace weak 3-syllable item"
"cách cư xử","24","3.17805383034795","3","trigrams_frequency.csv","approved_quality_replacement","added_from_quality_review","","1","high","Stable concept noun phrase meaning manner/behavior; relatively frequent and interpretable standalone.","added in v3 quality review to replace weak 3-syllable item"
"quán cà phê","16","2.77258872223978","3","trigrams_frequency.csv","approved_quality_replacement","added_from_quality_review","","1","medium","Stable concrete place noun; clearly interpretable and not a fragment.","added in v3 quality review to replace weak 3-syllable item"
"sức hấp dẫn","15","2.70805020110221","3","trigrams_frequency.csv","approved_quality_replacement","added_from_quality_review","","1","medium","Stable abstract noun/concept; not adjective-heavy or action-like.","added in v3 quality review to replace weak 3-syllable item"
"cá thác lác","14","2.63905732961526","3","trigrams_frequency.csv","approved_quality_replacement","added_from_quality_review","","1","medium","Stable concrete fish/species noun; not context-dependent.","added in v3 quality review to replace weak 3-syllable item"
"dây ruy băng","13","2.56494935746154","3","trigrams_frequency.csv","approved_quality_replacement","added_from_quality_review","","1","medium","Stable concrete object noun; interpretable without context.","added in v3 quality review to replace weak 3-syllable item"
"lá đinh lăng","13","2.56494935746154","3","trigrams_frequency.csv","approved_quality_replacement","added_from_quality_review","","1","medium","Stable plant/ingredient noun phrase; concrete and not an action/fragment.","added in v3 quality review to replace weak 3-syllable item"
"niềm hạnh phúc","14","2.63905732961526","3","trigrams_frequency.csv","approved_quality_replacement","added_from_quality_review","","1","medium","Stable abstract noun/concept; interpretable standalone and higher frequency than the removed item.","added in v3 quality review to replace weak 3-syllable item"
"hạnh phúc gia đình","44","3.784189633918261","4","fourgrams_frequency.csv","approved_4syllable_quality_replacement","added_from_4syllable_quality_review","","1","high","Stable concept phrase; interpretable without context and much higher frequency than removed low-frequency fragments.","added in v4 quality review to replace weak 4-syllable item"
"cuộc sống gia đình","40","3.688879454113936","4","fourgrams_frequency.csv","approved_4syllable_quality_replacement","added_from_4syllable_quality_review","","1","high","Stable social/life-domain concept; noun-like and high-frequency in the pool.","added in v4 quality review to replace weak 4-syllable item"
"điện thoại di động","14","2.6390573296152584","4","fourgrams_frequency.csv","approved_4syllable_quality_replacement","added_from_4syllable_quality_review","","1","high","Concrete stable noun phrase; clear standalone lexical item.","added in v4 quality review to replace weak 4-syllable item"
"trình độ học vấn","12","2.4849066497880004","4","fourgrams_frequency.csv","approved_4syllable_quality_replacement","added_from_4syllable_quality_review","","1","high","Stable abstract/social concept; noun-like and clear without context.","added in v4 quality review to replace weak 4-syllable item"
"quan hệ vợ chồng","18","2.8903717578961645","4","fourgrams_frequency.csv","approved_4syllable_quality_replacement","added_from_4syllable_quality_review","needs_manual_check","1","high","Stable relationship concept; noun-like and context-independent.","added in v4 quality review to replace weak 4-syllable item"
"tình yêu đích thực","23","3.1354942159291497","4","fourgrams_frequency.csv","approved_4syllable_quality_replacement","added_from_4syllable_quality_review","","1","high","Stable abstract concept; interpretable as a standalone lexical item with good frequency.","added in v4 quality review to replace weak 4-syllable item"
"mái ấm gia đình","16","2.772588722239781","4","fourgrams_frequency.csv","approved_4syllable_quality_replacement","added_from_4syllable_quality_review","","1","high","Conventional Vietnamese concept/idiom-like noun phrase; standalone and high-frequency.","added in v4 quality review to replace weak 4-syllable item"
"thực phẩm chế biến","7","1.9459101490553128","4","fourgrams_frequency.csv","approved_4syllable_quality_replacement","added_from_4syllable_quality_review","","1","medium","Stable product/category noun phrase; interpretable without extra context.","added in v4 quality review to replace weak 4-syllable item"
"mẹ chồng nàng dâu","7","1.9459101490553128","4","fourgrams_frequency.csv","approved_4syllable_quality_replacement","added_from_4syllable_quality_review","needs_manual_check","1","medium","Conventional relationship/social concept phrase; stable and interpretable.","added in v4 quality review to replace weak 4-syllable item"
"chuyên viên tư vấn","7","1.9459101490553128","4","fourgrams_frequency.csv","approved_4syllable_quality_replacement","added_from_4syllable_quality_review","","1","medium","Stable occupational noun phrase; not a named entity and suitable as a standalone item.","added in v4 quality review to replace weak 4-syllable item"
