lexical_item,frequency,syllable_length,log_frequency
sánh,17,1,2.833213344056216
hỏi,9,1,2.1972245773362196
trực,2,1,0.6931471805599453
nàng,57,1,4.04305126783455
đằng,4,1,1.3862943611198906
sẻ,16,1,2.772588722239781
ấn,3,1,1.0986122886681098
hệ,13,1,2.5649493574615367
nữ,12,1,2.4849066497880004
thảo,3,1,1.0986122886681098
luận,2,1,0.6931471805599453
cởi,2,1,0.6931471805599453
mở,6,1,1.791759469228055
tố,1,1,0.0
thông,12,1,2.4849066497880004
tưởng,20,1,2.995732273553991
đẳng,1,1,0.0
giữa,10,1,2.302585092994046
họ,33,1,3.4965075614664802
xứng,6,1,1.791759469228055
mãi,7,1,1.9459101490553132
hề,17,1,2.833213344056216
tín,2,1,0.6931471805599453
hiệu,9,1,2.1972245773362196
đáp,3,1,1.0986122886681098
tương,8,1,2.0794415416798357
đương,1,1,0.0
phía,9,1,2.1972245773362196
kia,9,1,2.1972245773362196
đựng,8,1,2.0794415416798357
vo,1,1,0.0
dinh,4,1,1.3862943611198906
vu,1,1,0.0
pm,8,1,2.0794415416798357
tam,2,1,0.6931471805599453
su,2,1,0.6931471805599453
long,2,1,0.6931471805599453
ban,12,1,2.4849066497880004
trai,21,1,3.044522437723423
xin,10,1,2.302585092994046
mộc,4,1,1.3862943611198906
mạc,3,1,1.0986122886681098
thứ,16,1,2.772588722239781
nhất,43,1,3.7612001156935624
mù,6,1,1.791759469228055
quáng,4,1,1.3862943611198906
ai,10,1,2.302585092994046
tự,28,1,3.332204510175204
ái,2,1,0.6931471805599453
chấp,8,1,2.0794415416798357
e,6,1,1.791759469228055
cuộc,21,1,3.044522437723423
bền,2,1,0.6931471805599453
vững,2,1,0.6931471805599453
thay,7,1,1.9459101490553132
đổi,6,1,1.791759469228055
suy,18,1,2.8903717578961645
lâu,8,1,2.0794415416798357
riêng,21,1,3.044522437723423
phái,3,1,1.0986122886681098
cưng,1,1,0.0
đụng,2,1,0.6931471805599453
chạm,2,1,0.6931471805599453
hoài,1,1,0.0
chăng,6,1,1.791759469228055
tất,22,1,3.091042453358316
hồn,3,1,1.0986122886681098
cái,40,1,3.6888794541139363
gọi,12,1,2.4849066497880004
tính,13,1,2.5649493574615367
toán,5,1,1.6094379124341003
ba,13,1,2.5649493574615367
kéo,4,1,1.3862943611198906
dài,10,1,2.302585092994046
nội,15,1,2.70805020110221
chọn,32,1,3.4657359027997265
bấy,1,1,0.0
gia,28,1,3.332204510175204
đình,20,1,2.995732273553991
mai,11,1,2.3978952727983707
bánh,36,1,3.58351893845611
cuốn,8,1,2.0794415416798357
làng,6,1,1.791759469228055
kênh,3,1,1.0986122886681098
định,27,1,3.295836866004329
bí,2,1,0.6931471805599453
truyền,5,1,1.6094379124341003
nghề,2,1,0.6931471805599453
dâu,3,1,1.0986122886681098
trì,5,1,1.6094379124341003
đứt,2,1,0.6931471805599453
mịn,2,1,0.6931471805599453
trắng,14,1,2.6390573296152584
hình,19,1,2.9444389791664403
đậm,4,1,1.3862943611198906
đà,1,1,0.0
chấm,6,1,1.791759469228055
dụng,18,1,2.8903717578961645
cụ,2,1,0.6931471805599453
đơn,14,1,2.6390573296152584
giản,3,1,1.0986122886681098
cầu,11,1,2.3978952727983707
kỳ,12,1,2.4849066497880004
gáo,1,1,0.0
bột,9,1,2.1972245773362196
ống,1,1,0.0
nứa,1,1,0.0
tép,1,1,0.0
que,1,1,0.0
cất,5,1,1.6094379124341003
sểu,1,1,0.0
nhân,8,1,2.0794415416798357
tre,8,1,2.0794415416798357
lớp,5,1,1.6094379124341003
vải,5,1,1.6094379124341003
bảo,10,1,2.302585092994046
ôn,4,1,1.3862943611198906
vung,1,1,0.0
đạt,6,1,1.791759469228055
kỹ,5,1,1.6094379124341003
thuật,5,1,1.6094379124341003
thấm,2,1,0.6931471805599453
giữ,9,1,2.1972245773362196
nhiệt,4,1,1.3862943611198906
mới,29,1,3.367295829986474
chín,9,1,2.1972245773362196
gạo,3,1,1.0986122886681098
tuyền,1,1,0.0
tạp,2,1,0.6931471805599453
xay,2,1,0.6931471805599453
cối,1,1,0.0
đá,2,1,0.6931471805599453
máy,2,1,0.6931471805599453
dở,3,1,1.0986122886681098
tráng,5,1,1.6094379124341003
ép,4,1,1.3862943611198906
nhiên,17,1,2.833213344056216
bởi,8,1,2.0794415416798357
mỡ,1,1,0.0
bị,16,1,2.772588722239781
khô,6,1,1.791759469228055
mùi,2,1,0.6931471805599453
ô,4,1,1.3862943611198906
liu,2,1,0.6931471805599453
bay,3,1,1.0986122886681098
hết,16,1,2.772588722239781
bóng,7,1,1.9459101490553132
nhĩ,1,1,0.0
phơi,1,1,0.0
tái,2,1,0.6931471805599453
hấp,6,1,1.791759469228055
ngoa,1,1,0.0
cẩn,1,1,0.0
thận,1,1,0.0
mặc,9,1,2.1972245773362196
nhão,1,1,0.0
chuyên,1,1,0.0
môn,2,1,0.6931471805599453
ma,3,1,1.0986122886681098
vầy,1,1,0.0
chuối,4,1,1.3862943611198906
xếp,2,1,0.6931471805599453
kén,2,1,0.6931471805599453
goòng,1,1,0.0
đắng,2,1,0.6931471805599453
mang,11,1,2.3978952727983707
chát,3,1,1.0986122886681098
rong,2,1,0.6931471805599453
đao,1,1,0.0
diềng,1,1,0.0
lau,2,1,0.6931471805599453
ủ,1,1,0.0
vỉ,1,1,0.0
cói,1,1,0.0
đậy,1,1,0.0
trên,31,1,3.4339872044851463
hỏng,2,1,0.6931471805599453
óng,2,1,0.6931471805599453
mười,1,1,0.0
bốn,3,1,1.0986122886681098
ngàn,1,1,0.0
lít,2,1,0.6931471805599453
nguyên,15,1,2.70805020110221
liệu,24,1,3.1780538303479458
gồm,5,1,1.6094379124341003
dấm,1,1,0.0
vị,24,1,3.1780538303479458
cổ,3,1,1.0986122886681098
tỷ,1,1,0.0
lệ,4,1,1.3862943611198906
vắt,1,1,0.0
chanh,4,1,1.3862943611198906
mùa,3,1,1.0986122886681098
lúa,1,1,0.0
vài,13,1,2.5649493574615367
giọt,1,1,0.0
cà,3,1,1.0986122886681098
cuống,1,1,0.0
trẻ,33,1,3.4965075614664802
cha,16,1,2.772588722239781
thường,29,1,3.367295829986474
nuôi,2,1,0.6931471805599453
dạy,6,1,1.791759469228055
độc,8,1,2.0794415416798357
bà,12,1,2.4849066497880004
mẹ,49,1,3.8918202981106265
ảnh,5,1,1.6094379124341003
xấu,3,1,1.0986122886681098
lực,5,1,1.6094379124341003
nghiên,3,1,1.0986122886681098
cứu,4,1,1.3862943611198906
đại,8,1,2.0794415416798357
cornell,2,1,0.6931471805599453
mỹ,10,1,2.302585092994046
vừa,11,1,2.3978952727983707
tiết,8,1,2.0794415416798357
lộ,3,1,1.0986122886681098
vấn,11,1,2.3978952727983707
năng,6,1,1.791759469228055
trình,5,1,1.6094379124341003
ngoài,16,1,2.772588722239781
hưởng,4,1,1.3862943611198906
mức,5,1,1.6094379124341003
thu,5,1,1.6094379124341003
nhập,2,1,0.6931471805599453
môi,2,1,0.6931471805599453
trường,15,1,2.70805020110221
đều,20,1,2.995732273553991
nguồn,3,1,1.0986122886681098
tích,5,1,1.6094379124341003
cực,3,1,1.0986122886681098
bất,17,1,2.833213344056216
nhà,30,1,3.4011973816621555
henry,1,1,0.0
ricciuti,3,1,1.0986122886681098
thực,37,1,3.6109179126442243
tra,4,1,1.3862943611198906
đa,10,1,2.302585092994046
chủng,1,1,0.0
tộc,1,1,0.0
gần,8,1,2.0794415416798357
tuổi,11,1,2.3978952727983707
năm,15,1,2.70805020110221
xác,4,1,1.3862943611198906
phụ,14,1,2.6390573296152584
chồng,13,1,2.5649493574615367
khoảng,21,1,3.044522437723423
mối,10,1,2.302585092994046
chặt,3,1,1.0986122886681098
chẽ,2,1,0.6931471805599453
vai,3,1,1.0986122886681098
trò,5,1,1.6094379124341003
da,15,1,2.70805020110221
đen,3,1,1.0986122886681098
gốc,2,1,0.6931471805599453
bồ,1,1,0.0
đào,1,1,0.0
nha,7,1,1.9459101490553132
chung,14,1,2.6390573296152584
hầu,2,1,0.6931471805599453
xảy,5,1,1.6094379124341003
lưu,4,1,1.3862943611198906
kinh,7,1,1.9459101490553132
nghiệm,1,1,0.0
kiến,12,1,2.4849066497880004
xã,3,1,1.0986122886681098
hội,7,1,1.9459101490553132
cải,3,1,1.0986122886681098
thiện,2,1,0.6931471805599453
huynh,1,1,0.0
tuy,4,1,1.3862943611198906
đỡ,1,1,0.0
kiện,4,1,1.3862943611198906
sắc,11,1,2.3978952727983707
màu,62,1,4.127134385045092
thất,9,1,2.1972245773362196
chủ,12,1,2.4849066497880004
phối,9,1,2.1972245773362196
ngoại,3,1,1.0986122886681098
chuyển,3,1,1.0986122886681098
xanh,10,1,2.302585092994046
dương,3,1,1.0986122886681098
sang,11,1,2.3978952727983707
lam,2,1,0.6931471805599453
nhạt,8,1,2.0794415416798357
ấm,7,1,1.9459101490553132
áp,5,1,1.6094379124341003
gam,9,1,2.1972245773362196
ưng,1,1,0.0
ngôi,2,1,0.6931471805599453
tắc,4,1,1.3862943611198906
đỏ,6,1,1.791759469228055
cân,2,1,0.6931471805599453
phấn,4,1,1.3862943611198906
đan,1,1,0.0
mây,2,1,0.6931471805599453
cây,14,1,2.6390573296152584
xen,2,1,0.6931471805599453
kẽ,1,1,0.0
be,1,1,0.0
tạo,17,1,2.833213344056216
giác,10,1,2.302585092994046
cháy,5,1,1.6094379124341003
rực,5,1,1.6094379124341003
sức,7,1,1.9459101490553132
ruby,1,1,0.0
giới,4,1,1.3862943611198906
rỡ,4,1,1.3862943611198906
hồi,2,1,0.6931471805599453
dịu,5,1,1.6094379124341003
ngọt,7,1,1.9459101490553132
trái,13,1,2.5649493574615367
khát,2,1,0.6931471805599453
bỏng,2,1,0.6931471805599453
tông,3,1,1.0986122886681098
gợi,3,1,1.0986122886681098
lên,25,1,3.2188758248682006
thịnh,3,1,1.0986122886681098
vượng,1,1,0.0
tia,1,1,0.0
trời,6,1,1.791759469228055
tím,4,1,1.3862943611198906
trọng,29,1,3.367295829986474
quyến,1,1,0.0
rũ,1,1,0.0
nền,13,1,2.5649493574615367
tuyệt,6,1,1.791759469228055
hảo,2,1,0.6931471805599453
mát,3,1,1.0986122886681098
êm,1,1,0.0
dáng,9,1,2.1972245773362196
dấp,1,1,0.0
kim,3,1,1.0986122886681098
nhôm,1,1,0.0
thép,1,1,0.0
thiên,5,1,1.6094379124341003
sen,8,1,2.0794415416798357
xương,2,1,0.6931471805599453
rồng,2,1,0.6931471805599453
rừng,7,1,1.9459101490553132
ngọc,3,1,1.0986122886681098
thạch,1,1,0.0
biểu,4,1,1.3862943611198906
tăng,3,1,1.0986122886681098
trưởng,2,1,0.6931471805599453
khả,4,1,1.3862943611198906
sa,1,1,0.0
vời,4,1,1.3862943611198906
âm,5,1,1.6094379124341003
điển,1,1,0.0
thiết,16,1,2.772588722239781
kế,8,1,2.0794415416798357
trí,20,1,2.995732273553991
khí,3,1,1.0986122886681098
hậu,1,1,0.0
đới,1,1,0.0
tao,1,1,0.0
tú,1,1,0.0
tận,3,1,1.0986122886681098
kết,11,1,2.3978952727983707
xám,1,1,0.0
trưng,2,1,0.6931471805599453
giàu,2,1,0.6931471805599453
thuộc,3,1,1.0986122886681098
cá,7,1,1.9459101490553132
gu,1,1,0.0
thẩm,3,1,1.0986122886681098
phong,8,1,2.0794415416798357
mục,4,1,1.3862943611198906
đích,3,1,1.0986122886681098
rõ,10,1,2.302585092994046
tươi,5,1,1.6094379124341003
tắn,1,1,0.0
yên,2,1,0.6931471805599453
lấn,1,1,0.0
át,1,1,0.0
nổi,15,1,2.70805020110221
bật,3,1,1.0986122886681098
đạo,2,1,0.6931471805599453
cúng,1,1,0.0
căn,3,1,1.0986122886681098
phòng,10,1,2.302585092994046
rộng,8,1,2.0794415416798357
rãi,1,1,0.0
ngược,3,1,1.0986122886681098
thoáng,5,1,1.6094379124341003
tránh,3,1,1.0986122886681098
cường,1,1,0.0
nhấn,2,1,0.6931471805599453
nét,3,1,1.0986122886681098
tường,10,1,2.302585092994046
chi,15,1,2.70805020110221
đồ,13,1,2.5649493574615367
hoặc,24,1,3.1780538303479458
hoạ,1,1,0.0
trúc,4,1,1.3862943611198906
viền,1,1,0.0
chiếm,3,1,1.0986122886681098
ẩm,3,1,1.0986122886681098
đêm,3,1,1.0986122886681098
chợ,7,1,1.9459101490553132
đặt,11,1,2.3978952727983707
tại,18,1,2.8903717578961645
viên,9,1,2.1972245773362196
đổng,2,1,0.6931471805599453
phố,3,1,1.0986122886681098
trăm,2,1,0.6931471805599453
cao,21,1,3.044522437723423
cấp,3,1,1.0986122886681098
chất,21,1,3.044522437723423
lượng,10,1,2.302585092994046
rẻ,3,1,1.0986122886681098
quê,11,1,2.3978952727983707
chân,17,1,2.833213344056216
khách,16,1,2.772588722239781
ồn,2,1,0.6931471805599453
ã,1,1,0.0
uống,5,1,1.6094379124341003
phục,12,1,2.4849066497880004
vụ,4,1,1.3862943611198906
tiệm,2,1,0.6931471805599453
bày,3,1,1.0986122886681098
khá,11,1,2.3978952727983707
bộ,16,1,2.772588722239781
bàn,3,1,1.0986122886681098
ghế,1,1,0.0
ngắm,2,1,0.6931471805599453
ngồi,2,1,0.6931471805599453
chỗ,10,1,2.302585092994046
tức,3,1,1.0986122886681098
khắc,6,1,1.791759469228055
giọng,1,1,0.0
dàng,4,1,1.3862943611198906
mời,4,1,1.3862943611198906
phẩm,17,1,2.833213344056216
chén,4,1,1.3862943611198906
thôn,2,1,0.6931471805599453
ngọn,2,1,0.6931471805599453
đèn,24,1,3.1780538303479458
cau,1,1,0.0
dạng,10,1,2.302585092994046
kèm,2,1,0.6931471805599453
nhậu,2,1,0.6931471805599453
lai,6,1,1.791759469228055
rai,1,1,0.0
bếp,6,1,1.791759469228055
biến,6,1,1.791759469228055
chơi,12,1,2.4849066497880004
thưởng,2,1,0.6931471805599453
ngờ,7,1,1.9459101490553132
bún,3,1,1.0986122886681098
bia,1,1,0.0
sài,1,1,0.0
gòn,1,1,0.0
chai,9,1,2.1972245773362196
cánh,1,1,0.0
gà,7,1,1.9459101490553132
chiên,9,1,2.1972245773362196
chim,1,1,0.0
cút,1,1,0.0
tôm,16,1,2.772588722239781
tổ,3,1,1.0986122886681098
yến,2,1,0.6931471805599453
sạn,3,1,1.0986122886681098
bò,5,1,1.6094379124341003
xèo,1,1,0.0
phở,1,1,0.0
tp,3,1,1.0986122886681098
hcm,3,1,1.0986122886681098
bía,1,1,0.0
gỏi,2,1,0.6931471805599453
viễn,1,1,0.0
mì,3,1,1.0986122886681098
quảng,1,1,0.0
lèo,1,1,0.0
