lexical_item,frequency,syllable_length,log_frequency
cùng,41,1,3.713572066704308
theo,41,1,3.713572066704308
chuyện,41,1,3.713572066704308
từ,41,1,3.713572066704308
chúng,41,1,3.713572066704308
dùng,40,1,3.6888794541139363
ta,40,1,3.6888794541139363
thân,40,1,3.6888794541139363
quan,40,1,3.6888794541139363
cái,40,1,3.6888794541139363
nữa,39,1,3.6635616461296463
lời,39,1,3.6635616461296463
sống,39,1,3.6635616461296463
hàng,37,1,3.6109179126442243
vào,37,1,3.6109179126442243
giờ,37,1,3.6109179126442243
thực,37,1,3.6109179126442243
nhận,36,1,3.58351893845611
tin,36,1,3.58351893845611
giá,36,1,3.58351893845611
bánh,36,1,3.58351893845611
món,35,1,3.5553480614894135
cách,35,1,3.5553480614894135
thời,35,1,3.5553480614894135
gian,35,1,3.5553480614894135
sau,35,1,3.5553480614894135
ngày,34,1,3.5263605246161616
bao,34,1,3.5263605246161616
hạnh,33,1,3.4965075614664802
phúc,33,1,3.4965075614664802
họ,33,1,3.4965075614664802
trẻ,33,1,3.4965075614664802
chia,32,1,3.4657359027997265
quá,32,1,3.4657359027997265
rồi,32,1,3.4657359027997265
ý,32,1,3.4657359027997265
sao,32,1,3.4657359027997265
chọn,32,1,3.4657359027997265
nước,31,1,3.4339872044851463
đừng,31,1,3.4339872044851463
lòng,31,1,3.4339872044851463
vẫn,31,1,3.4339872044851463
trên,31,1,3.4339872044851463
vợ,31,1,3.4339872044851463
tìm,30,1,3.4011973816621555
nhà,30,1,3.4011973816621555
thương,29,1,3.367295829986474
hợp,29,1,3.367295829986474
bằng,29,1,3.367295829986474
trước,29,1,3.367295829986474
đầu,29,1,3.367295829986474
mặt,29,1,3.367295829986474
mới,29,1,3.367295829986474
thường,29,1,3.367295829986474
trọng,29,1,3.367295829986474
đang,28,1,3.332204510175204
luôn,28,1,3.332204510175204
tự,28,1,3.332204510175204
gia,28,1,3.332204510175204
cháu,28,1,3.332204510175204
tay,27,1,3.295836866004329
đẹp,27,1,3.295836866004329
đau,27,1,3.295836866004329
định,27,1,3.295836866004329
tốt,26,1,3.258096538021482
lúc,25,1,3.2188758248682006
khổ,25,1,3.2188758248682006
lên,25,1,3.2188758248682006
qua,25,1,3.2188758248682006
tranh,25,1,3.2188758248682006
vnexpress,24,1,3.1780538303479458
bên,24,1,3.1780538303479458
liệu,24,1,3.1780538303479458
vị,24,1,3.1780538303479458
hoặc,24,1,3.1780538303479458
đèn,24,1,3.1780538303479458
đây,23,1,3.1354942159291497
quyết,23,1,3.1354942159291497
động,23,1,3.1354942159291497
sinh,22,1,3.091042453358316
dù,22,1,3.091042453358316
may,22,1,3.091042453358316
mọi,22,1,3.091042453358316
chính,22,1,3.091042453358316
điểm,22,1,3.091042453358316
trang,22,1,3.091042453358316
tất,22,1,3.091042453358316
tỏ,21,1,3.044522437723423
from,21,1,3.044522437723423
tamsu,21,1,3.044522437723423
thích,21,1,3.044522437723423
so,21,1,3.044522437723423
công,21,1,3.044522437723423
độ,21,1,3.044522437723423
hoàn,21,1,3.044522437723423
trai,21,1,3.044522437723423
cuộc,21,1,3.044522437723423
riêng,21,1,3.044522437723423
khoảng,21,1,3.044522437723423
cao,21,1,3.044522437723423
chất,21,1,3.044522437723423
phan,21,1,3.044522437723423
nhỏ,20,1,2.995732273553991
hoa,20,1,2.995732273553991
tưởng,20,1,2.995732273553991
đình,20,1,2.995732273553991
đều,20,1,2.995732273553991
trí,20,1,2.995732273553991
cảnh,20,1,2.995732273553991
net,19,1,2.9444389791664403
subject,19,1,2.9444389791664403
mến,19,1,2.9444389791664403
lý,19,1,2.9444389791664403
hình,19,1,2.9444389791664403
lần,19,1,2.9444389791664403
dễ,18,1,2.8903717578961645
sản,18,1,2.8903717578961645
ông,18,1,2.8903717578961645
sent,18,1,2.8903717578961645
thức,18,1,2.8903717578961645
từng,18,1,2.8903717578961645
to,18,1,2.8903717578961645
do,18,1,2.8903717578961645
dành,18,1,2.8903717578961645
suy,18,1,2.8903717578961645
dụng,18,1,2.8903717578961645
tại,18,1,2.8903717578961645
mong,18,1,2.8903717578961645
đường,17,1,2.833213344056216
thêm,17,1,2.833213344056216
chút,17,1,2.833213344056216
đôi,17,1,2.833213344056216
lắm,17,1,2.833213344056216
thôi,17,1,2.833213344056216
nay,17,1,2.833213344056216
bản,17,1,2.833213344056216
đâu,17,1,2.833213344056216
xem,17,1,2.833213344056216
sánh,17,1,2.833213344056216
hề,17,1,2.833213344056216
nhiên,17,1,2.833213344056216
bất,17,1,2.833213344056216
tạo,17,1,2.833213344056216
chân,17,1,2.833213344056216
phẩm,17,1,2.833213344056216
minh,17,1,2.833213344056216
đàn,16,1,2.772588722239781
đối,16,1,2.772588722239781
càng,16,1,2.772588722239781
chưa,16,1,2.772588722239781
đúng,16,1,2.772588722239781
khó,16,1,2.772588722239781
nơi,16,1,2.772588722239781
sẻ,16,1,2.772588722239781
thứ,16,1,2.772588722239781
bị,16,1,2.772588722239781
hết,16,1,2.772588722239781
cha,16,1,2.772588722239781
ngoài,16,1,2.772588722239781
thiết,16,1,2.772588722239781
khách,16,1,2.772588722239781
bộ,16,1,2.772588722239781
tôm,16,1,2.772588722239781
chắc,16,1,2.772588722239781
quả,15,1,2.70805020110221
thái,15,1,2.70805020110221
hành,15,1,2.70805020110221
buồn,15,1,2.70805020110221
gặp,15,1,2.70805020110221
nhìn,15,1,2.70805020110221
lớn,15,1,2.70805020110221
nội,15,1,2.70805020110221
nguyên,15,1,2.70805020110221
trường,15,1,2.70805020110221
năm,15,1,2.70805020110221
da,15,1,2.70805020110221
nổi,15,1,2.70805020110221
chi,15,1,2.70805020110221
sáng,15,1,2.70805020110221
cố,15,1,2.70805020110221
vòi,15,1,2.70805020110221
mua,14,1,2.6390573296152584
dầu,14,1,2.6390573296152584
yếu,14,1,2.6390573296152584
ngay,14,1,2.6390573296152584
giống,14,1,2.6390573296152584
mỗi,14,1,2.6390573296152584
mất,14,1,2.6390573296152584
kể,14,1,2.6390573296152584
bình,14,1,2.6390573296152584
đề,14,1,2.6390573296152584
phần,14,1,2.6390573296152584
nam,14,1,2.6390573296152584
số,14,1,2.6390573296152584
trắng,14,1,2.6390573296152584
đơn,14,1,2.6390573296152584
phụ,14,1,2.6390573296152584
chung,14,1,2.6390573296152584
cây,14,1,2.6390573296152584
lông,14,1,2.6390573296152584
nghĩa,14,1,2.6390573296152584
ít,14,1,2.6390573296152584
gắng,14,1,2.6390573296152584
bữa,13,1,2.5649493574615367
lá,13,1,2.5649493574615367
thơm,13,1,2.5649493574615367
xúc,13,1,2.5649493574615367
cứ,13,1,2.5649493574615367
giúp,13,1,2.5649493574615367
tượng,13,1,2.5649493574615367
đánh,13,1,2.5649493574615367
hệ,13,1,2.5649493574615367
tính,13,1,2.5649493574615367
ba,13,1,2.5649493574615367
vài,13,1,2.5649493574615367
chồng,13,1,2.5649493574615367
trái,13,1,2.5649493574615367
nền,13,1,2.5649493574615367
đồ,13,1,2.5649493574615367
gương,13,1,2.5649493574615367
bố,13,1,2.5649493574615367
kiểu,13,1,2.5649493574615367
hy,12,1,2.4849066497880004
vàng,12,1,2.4849066497880004
am,12,1,2.4849066497880004
đặc,12,1,2.4849066497880004
biệt,12,1,2.4849066497880004
nghe,12,1,2.4849066497880004
phản,12,1,2.4849066497880004
thẳng,12,1,2.4849066497880004
chịu,12,1,2.4849066497880004
chẳng,12,1,2.4849066497880004
việt,12,1,2.4849066497880004
tới,12,1,2.4849066497880004
nữ,12,1,2.4849066497880004
thông,12,1,2.4849066497880004
ban,12,1,2.4849066497880004
gọi,12,1,2.4849066497880004
kỳ,12,1,2.4849066497880004
bà,12,1,2.4849066497880004
kiến,12,1,2.4849066497880004
chủ,12,1,2.4849066497880004
phục,12,1,2.4849066497880004
chơi,12,1,2.4849066497880004
sử,12,1,2.4849066497880004
đọc,12,1,2.4849066497880004
nó,12,1,2.4849066497880004
thọ,12,1,2.4849066497880004
chứng,12,1,2.4849066497880004
thịt,11,1,2.3978952727983707
bỏ,11,1,2.3978952727983707
đảm,11,1,2.3978952727983707
hơi,11,1,2.3978952727983707
trạng,11,1,2.3978952727983707
nhẹ,11,1,2.3978952727983707
tiếp,11,1,2.3978952727983707
trung,11,1,2.3978952727983707
vật,11,1,2.3978952727983707
mai,11,1,2.3978952727983707
cầu,11,1,2.3978952727983707
mang,11,1,2.3978952727983707
vừa,11,1,2.3978952727983707
vấn,11,1,2.3978952727983707
tuổi,11,1,2.3978952727983707
sắc,11,1,2.3978952727983707
sang,11,1,2.3978952727983707
kết,11,1,2.3978952727983707
đặt,11,1,2.3978952727983707
quê,11,1,2.3978952727983707
khá,11,1,2.3978952727983707
xa,11,1,2.3978952727983707
dẫn,11,1,2.3978952727983707
chat,11,1,2.3978952727983707
tôn,11,1,2.3978952727983707
rể,11,1,2.3978952727983707
chữ,11,1,2.3978952727983707
bức,11,1,2.3978952727983707
tiếng,11,1,2.3978952727983707
gạch,11,1,2.3978952727983707
ngon,10,1,2.302585092994046
nóng,10,1,2.302585092994046
chế,10,1,2.302585092994046
bán,10,1,2.302585092994046
rửa,10,1,2.302585092994046
cạnh,10,1,2.302585092994046
lạnh,10,1,2.302585092994046
đuối,10,1,2.302585092994046
mạnh,10,1,2.302585092994046
thanh,10,1,2.302585092994046
diện,10,1,2.302585092994046
sợ,10,1,2.302585092994046
thiếu,10,1,2.302585092994046
liên,10,1,2.302585092994046
nhớ,10,1,2.302585092994046
vô,10,1,2.302585092994046
chúc,10,1,2.302585092994046
sớm,10,1,2.302585092994046
vọng,10,1,2.302585092994046
ứng,10,1,2.302585092994046
co,10,1,2.302585092994046
tế,10,1,2.302585092994046
giữa,10,1,2.302585092994046
xin,10,1,2.302585092994046
ai,10,1,2.302585092994046
dài,10,1,2.302585092994046
bảo,10,1,2.302585092994046
mỹ,10,1,2.302585092994046
đa,10,1,2.302585092994046
mối,10,1,2.302585092994046
xanh,10,1,2.302585092994046
giác,10,1,2.302585092994046
rõ,10,1,2.302585092994046
phòng,10,1,2.302585092994046
tường,10,1,2.302585092994046
lượng,10,1,2.302585092994046
chỗ,10,1,2.302585092994046
dạng,10,1,2.302585092994046
cửa,10,1,2.302585092994046
hòa,10,1,2.302585092994046
song,10,1,2.302585092994046
xuất,10,1,2.302585092994046
chắn,10,1,2.302585092994046
du,10,1,2.302585092994046
chiếu,10,1,2.302585092994046
điện,10,1,2.302585092994046
tháng,10,1,2.302585092994046
bài,10,1,2.302585092994046
sắt,10,1,2.302585092994046
lựa,10,1,2.302585092994046
phù,9,1,2.1972245773362196
sơ,9,1,2.1972245773362196
chán,9,1,2.1972245773362196
bắt,9,1,2.1972245773362196
chiều,9,1,2.1972245773362196
cam,9,1,2.1972245773362196
văn,9,1,2.1972245773362196
toàn,9,1,2.1972245773362196
hỏi,9,1,2.1972245773362196
hiệu,9,1,2.1972245773362196
phía,9,1,2.1972245773362196
kia,9,1,2.1972245773362196
bột,9,1,2.1972245773362196
giữ,9,1,2.1972245773362196
chín,9,1,2.1972245773362196
mặc,9,1,2.1972245773362196
thất,9,1,2.1972245773362196
phối,9,1,2.1972245773362196
gam,9,1,2.1972245773362196
dáng,9,1,2.1972245773362196
viên,9,1,2.1972245773362196
chai,9,1,2.1972245773362196
chiên,9,1,2.1972245773362196
áo,9,1,2.1972245773362196
quần,9,1,2.1972245773362196
trở,9,1,2.1972245773362196
giải,9,1,2.1972245773362196
tục,9,1,2.1972245773362196
tối,9,1,2.1972245773362196
hôn,9,1,2.1972245773362196
chí,9,1,2.1972245773362196
nhẫn,9,1,2.1972245773362196
gắn,9,1,2.1972245773362196
cưới,9,1,2.1972245773362196
dừa,9,1,2.1972245773362196
israel,9,1,2.1972245773362196
pha,8,1,2.0794415416798357
cuối,8,1,2.0794415416798357
câu,8,1,2.0794415416798357
ánh,8,1,2.0794415416798357
tuần,8,1,2.0794415416798357
niềm,8,1,2.0794415416798357
vui,8,1,2.0794415416798357
hóa,8,1,2.0794415416798357
nhạy,8,1,2.0794415416798357
tặng,8,1,2.0794415416798357
tương,8,1,2.0794415416798357
đựng,8,1,2.0794415416798357
pm,8,1,2.0794415416798357
chấp,8,1,2.0794415416798357
lâu,8,1,2.0794415416798357
cuốn,8,1,2.0794415416798357
nhân,8,1,2.0794415416798357
tre,8,1,2.0794415416798357
bởi,8,1,2.0794415416798357
độc,8,1,2.0794415416798357
đại,8,1,2.0794415416798357
tiết,8,1,2.0794415416798357
gần,8,1,2.0794415416798357
nhạt,8,1,2.0794415416798357
sen,8,1,2.0794415416798357
kế,8,1,2.0794415416798357
phong,8,1,2.0794415416798357
rộng,8,1,2.0794415416798357
tẩy,8,1,2.0794415416798357
khuyên,8,1,2.0794415416798357
voi,8,1,2.0794415416798357
hôm,8,1,2.0794415416798357
thi,8,1,2.0794415416798357
đời,8,1,2.0794415416798357
khăn,8,1,2.0794415416798357
đĩa,8,1,2.0794415416798357
ơi,8,1,2.0794415416798357
quán,8,1,2.0794415416798357
triệu,8,1,2.0794415416798357
bó,8,1,2.0794415416798357
dân,7,1,1.9459101490553132
sạch,7,1,1.9459101490553132
cắt,7,1,1.9459101490553132
sợi,7,1,1.9459101490553132
mắm,7,1,1.9459101490553132
nhanh,7,1,1.9459101490553132
mẽ,7,1,1.9459101490553132
đoán,7,1,1.9459101490553132
vội,7,1,1.9459101490553132
mềm,7,1,1.9459101490553132
phương,7,1,1.9459101490553132
đợi,7,1,1.9459101490553132
thắn,7,1,1.9459101490553132
tim,7,1,1.9459101490553132
cua,7,1,1.9459101490553132
đáng,7,1,1.9459101490553132
nghiệp,7,1,1.9459101490553132
mãi,7,1,1.9459101490553132
thay,7,1,1.9459101490553132
bóng,7,1,1.9459101490553132
nha,7,1,1.9459101490553132
kinh,7,1,1.9459101490553132
hội,7,1,1.9459101490553132
ấm,7,1,1.9459101490553132
sức,7,1,1.9459101490553132
ngọt,7,1,1.9459101490553132
rừng,7,1,1.9459101490553132
cá,7,1,1.9459101490553132
chợ,7,1,1.9459101490553132
ngờ,7,1,1.9459101490553132
gà,7,1,1.9459101490553132
cơ,7,1,1.9459101490553132
sâu,7,1,1.9459101490553132
cũ,7,1,1.9459101490553132
đủ,7,1,1.9459101490553132
la,7,1,1.9459101490553132
ko,7,1,1.9459101490553132
thoại,7,1,1.9459101490553132
thậm,7,1,1.9459101490553132
vn,7,1,1.9459101490553132
tập,7,1,1.9459101490553132
tư,7,1,1.9459101490553132
gỗ,7,1,1.9459101490553132
bè,7,1,1.9459101490553132
viết,7,1,1.9459101490553132
hài,7,1,1.9459101490553132
ong,7,1,1.9459101490553132
quà,7,1,1.9459101490553132
lễ,7,1,1.9459101490553132
sẵn,6,1,1.791759469228055
lát,6,1,1.791759469228055
tiêu,6,1,1.791759469228055
xinh,6,1,1.791759469228055
bây,6,1,1.791759469228055
tiên,6,1,1.791759469228055
chứ,6,1,1.791759469228055
lạc,6,1,1.791759469228055
quý,6,1,1.791759469228055
hướng,6,1,1.791759469228055
chị,6,1,1.791759469228055
thần,6,1,1.791759469228055
chờ,6,1,1.791759469228055
thoải,6,1,1.791759469228055
mái,6,1,1.791759469228055
hạn,6,1,1.791759469228055
nhật,6,1,1.791759469228055
mở,6,1,1.791759469228055
xứng,6,1,1.791759469228055
mù,6,1,1.791759469228055
e,6,1,1.791759469228055
đổi,6,1,1.791759469228055
chăng,6,1,1.791759469228055
làng,6,1,1.791759469228055
chấm,6,1,1.791759469228055
đạt,6,1,1.791759469228055
khô,6,1,1.791759469228055
hấp,6,1,1.791759469228055
dạy,6,1,1.791759469228055
năng,6,1,1.791759469228055
đỏ,6,1,1.791759469228055
trời,6,1,1.791759469228055
tuyệt,6,1,1.791759469228055
khắc,6,1,1.791759469228055
lai,6,1,1.791759469228055
bếp,6,1,1.791759469228055
biến,6,1,1.791759469228055
chiếc,6,1,1.791759469228055
wax,6,1,1.791759469228055
tuesday,6,1,1.791759469228055
gui,6,1,1.791759469228055
gửi,6,1,1.791759469228055
khai,6,1,1.791759469228055
miệng,6,1,1.791759469228055
lấy,6,1,1.791759469228055
đứng,6,1,1.791759469228055
vặt,6,1,1.791759469228055
khỏi,6,1,1.791759469228055
quen,6,1,1.791759469228055
vượt,6,1,1.791759469228055
sơn,6,1,1.791759469228055
trứng,6,1,1.791759469228055
vẻ,6,1,1.791759469228055
mẫu,6,1,1.791759469228055
hồng,6,1,1.791759469228055
nghêu,5,1,1.6094379124341003
nấu,5,1,1.6094379124341003
g,5,1,1.6094379124341003
friday,5,1,1.6094379124341003
xưa,5,1,1.6094379124341003
nản,5,1,1.6094379124341003
âu,5,1,1.6094379124341003
nhàng,5,1,1.6094379124341003
mắt,5,1,1.6094379124341003
đầy,5,1,1.6094379124341003
buổi,5,1,1.6094379124341003
bước,5,1,1.6094379124341003
ạ,5,1,1.6094379124341003
châu,5,1,1.6094379124341003
coi,5,1,1.6094379124341003
toán,5,1,1.6094379124341003
truyền,5,1,1.6094379124341003
trì,5,1,1.6094379124341003
cất,5,1,1.6094379124341003
lớp,5,1,1.6094379124341003
vải,5,1,1.6094379124341003
kỹ,5,1,1.6094379124341003
thuật,5,1,1.6094379124341003
tráng,5,1,1.6094379124341003
gồm,5,1,1.6094379124341003
ảnh,5,1,1.6094379124341003
lực,5,1,1.6094379124341003
trình,5,1,1.6094379124341003
mức,5,1,1.6094379124341003
thu,5,1,1.6094379124341003
tích,5,1,1.6094379124341003
trò,5,1,1.6094379124341003
xảy,5,1,1.6094379124341003
áp,5,1,1.6094379124341003
cháy,5,1,1.6094379124341003
rực,5,1,1.6094379124341003
dịu,5,1,1.6094379124341003
thiên,5,1,1.6094379124341003
âm,5,1,1.6094379124341003
tươi,5,1,1.6094379124341003
thoáng,5,1,1.6094379124341003
uống,5,1,1.6094379124341003
bò,5,1,1.6094379124341003
hà,5,1,1.6094379124341003
dung,5,1,1.6094379124341003
sáp,5,1,1.6094379124341003
chào,5,1,1.6094379124341003
lẽ,5,1,1.6094379124341003
chàng,5,1,1.6094379124341003
salad,5,1,1.6094379124341003
hương,5,1,1.6094379124341003
vỏ,5,1,1.6094379124341003
trộn,5,1,1.6094379124341003
dằn,5,1,1.6094379124341003
thú,5,1,1.6094379124341003
lợi,5,1,1.6094379124341003
nỗi,5,1,1.6094379124341003
nhu,5,1,1.6094379124341003
thăm,5,1,1.6094379124341003
thoảng,5,1,1.6094379124341003
dám,5,1,1.6094379124341003
trả,5,1,1.6094379124341003
ngủ,5,1,1.6094379124341003
duy,5,1,1.6094379124341003
giỏi,5,1,1.6094379124341003
gió,5,1,1.6094379124341003
xử,5,1,1.6094379124341003
phim,5,1,1.6094379124341003
khích,5,1,1.6094379124341003
xây,5,1,1.6094379124341003
thuyết,5,1,1.6094379124341003
quốc,5,1,1.6094379124341003
khảm,5,1,1.6094379124341003
pháp,5,1,1.6094379124341003
vớ,5,1,1.6094379124341003
nạo,5,1,1.6094379124341003
sữa,5,1,1.6094379124341003
mỏng,4,1,1.3862943611198906
sừng,4,1,1.3862943611198906
đun,4,1,1.3862943611198906
xào,4,1,1.3862943611198906
nồi,4,1,1.3862943611198906
tô,4,1,1.3862943611198906
sàng,4,1,1.3862943611198906
dần,4,1,1.3862943611198906
se,4,1,1.3862943611198906
cung,4,1,1.3862943611198906
khen,4,1,1.3862943611198906
tĩnh,4,1,1.3862943611198906
vi,4,1,1.3862943611198906
lo,4,1,1.3862943611198906
lắng,4,1,1.3862943611198906
đông,4,1,1.3862943611198906
tây,4,1,1.3862943611198906
niệm,4,1,1.3862943611198906
tác,4,1,1.3862943611198906
hẳn,4,1,1.3862943611198906
đằng,4,1,1.3862943611198906
dinh,4,1,1.3862943611198906
mộc,4,1,1.3862943611198906
quáng,4,1,1.3862943611198906
kéo,4,1,1.3862943611198906
đậm,4,1,1.3862943611198906
ôn,4,1,1.3862943611198906
nhiệt,4,1,1.3862943611198906
ép,4,1,1.3862943611198906
ô,4,1,1.3862943611198906
chuối,4,1,1.3862943611198906
lệ,4,1,1.3862943611198906
chanh,4,1,1.3862943611198906
cứu,4,1,1.3862943611198906
hưởng,4,1,1.3862943611198906
tra,4,1,1.3862943611198906
xác,4,1,1.3862943611198906
lưu,4,1,1.3862943611198906
tuy,4,1,1.3862943611198906
kiện,4,1,1.3862943611198906
tắc,4,1,1.3862943611198906
phấn,4,1,1.3862943611198906
giới,4,1,1.3862943611198906
rỡ,4,1,1.3862943611198906
tím,4,1,1.3862943611198906
biểu,4,1,1.3862943611198906
khả,4,1,1.3862943611198906
vời,4,1,1.3862943611198906
mục,4,1,1.3862943611198906
trúc,4,1,1.3862943611198906
vụ,4,1,1.3862943611198906
dàng,4,1,1.3862943611198906
mời,4,1,1.3862943611198906
chén,4,1,1.3862943611198906
thơ,4,1,1.3862943611198906
nướng,4,1,1.3862943611198906
miếng,4,1,1.3862943611198906
lột,4,1,1.3862943611198906
xung,4,1,1.3862943611198906
quanh,4,1,1.3862943611198906
yeu,4,1,1.3862943611198906
dũng,4,1,1.3862943611198906
tiệc,4,1,1.3862943611198906
thị,4,1,1.3862943611198906
trần,4,1,1.3862943611198906
khu,4,1,1.3862943611198906
tắm,4,1,1.3862943611198906
chú,4,1,1.3862943611198906
lavabo,4,1,1.3862943611198906
chỉnh,4,1,1.3862943611198906
quang,4,1,1.3862943611198906
tùy,4,1,1.3862943611198906
nghi,4,1,1.3862943611198906
xuyên,4,1,1.3862943611198906
tham,4,1,1.3862943611198906
nhung,4,1,1.3862943611198906
hút,4,1,1.3862943611198906
thỉnh,4,1,1.3862943611198906
nhắn,4,1,1.3862943611198906
phát,4,1,1.3862943611198906
tiền,4,1,1.3862943611198906
chăm,4,1,1.3862943611198906
nguyen,4,1,1.3862943611198906
nằm,4,1,1.3862943611198906
than,4,1,1.3862943611198906
kém,4,1,1.3862943611198906
kiểm,4,1,1.3862943611198906
giáo,4,1,1.3862943611198906
thử,4,1,1.3862943611198906
dựng,4,1,1.3862943611198906
ổn,4,1,1.3862943611198906
đoạn,4,1,1.3862943611198906
tầng,4,1,1.3862943611198906
chuộng,4,1,1.3862943611198906
đòi,4,1,1.3862943611198906
nồng,4,1,1.3862943611198906
lập,4,1,1.3862943611198906
khiến,4,1,1.3862943611198906
đấu,4,1,1.3862943611198906
lừa,4,1,1.3862943611198906
dối,4,1,1.3862943611198906
kiếm,4,1,1.3862943611198906
dứt,4,1,1.3862943611198906
giận,4,1,1.3862943611198906
quy,4,1,1.3862943611198906
mail,4,1,1.3862943611198906
núi,4,1,1.3862943611198906
thun,4,1,1.3862943611198906
cotton,4,1,1.3862943611198906
à,4,1,1.3862943611198906
khế,3,1,1.0986122886681098
chua,3,1,1.0986122886681098
ớt,3,1,1.0986122886681098
rau,3,1,1.0986122886681098
múc,3,1,1.0986122886681098
bát,3,1,1.0986122886681098
chừng,3,1,1.0986122886681098
cắm,3,1,1.0986122886681098
an,3,1,1.0986122886681098
yếm,3,1,1.0986122886681098
góp,3,1,1.0986122886681098
tài,3,1,1.0986122886681098
tinh,3,1,1.0986122886681098
cộng,3,1,1.0986122886681098
nhị,3,1,1.0986122886681098
giấu,3,1,1.0986122886681098
ấn,3,1,1.0986122886681098
thảo,3,1,1.0986122886681098
đáp,3,1,1.0986122886681098
mạc,3,1,1.0986122886681098
phái,3,1,1.0986122886681098
hồn,3,1,1.0986122886681098
kênh,3,1,1.0986122886681098
dâu,3,1,1.0986122886681098
giản,3,1,1.0986122886681098
gạo,3,1,1.0986122886681098
dở,3,1,1.0986122886681098
bay,3,1,1.0986122886681098
ma,3,1,1.0986122886681098
chát,3,1,1.0986122886681098
bốn,3,1,1.0986122886681098
cổ,3,1,1.0986122886681098
mùa,3,1,1.0986122886681098
cà,3,1,1.0986122886681098
xấu,3,1,1.0986122886681098
nghiên,3,1,1.0986122886681098
lộ,3,1,1.0986122886681098
nguồn,3,1,1.0986122886681098
cực,3,1,1.0986122886681098
ricciuti,3,1,1.0986122886681098
chặt,3,1,1.0986122886681098
vai,3,1,1.0986122886681098
đen,3,1,1.0986122886681098
xã,3,1,1.0986122886681098
cải,3,1,1.0986122886681098
ngoại,3,1,1.0986122886681098
chuyển,3,1,1.0986122886681098
dương,3,1,1.0986122886681098
tông,3,1,1.0986122886681098
gợi,3,1,1.0986122886681098
thịnh,3,1,1.0986122886681098
mát,3,1,1.0986122886681098
kim,3,1,1.0986122886681098
ngọc,3,1,1.0986122886681098
tăng,3,1,1.0986122886681098
khí,3,1,1.0986122886681098
tận,3,1,1.0986122886681098
thuộc,3,1,1.0986122886681098
thẩm,3,1,1.0986122886681098
đích,3,1,1.0986122886681098
bật,3,1,1.0986122886681098
căn,3,1,1.0986122886681098
ngược,3,1,1.0986122886681098
tránh,3,1,1.0986122886681098
nét,3,1,1.0986122886681098
chiếm,3,1,1.0986122886681098
ẩm,3,1,1.0986122886681098
đêm,3,1,1.0986122886681098
phố,3,1,1.0986122886681098
cấp,3,1,1.0986122886681098
rẻ,3,1,1.0986122886681098
bày,3,1,1.0986122886681098
bàn,3,1,1.0986122886681098
